Source sentence,Answer sentence,event1,event2,label
" causal </s></s> unrelated </s></s> White House spokesman Mike McCurry , and President Clinton in response to an article in The New York Times on Friday about her statements regarding a meeting with the president : Wechsler on Thursday "" Without commenting on the allegations raised in this article , to the extent that there is any implication or suggestion that Mrs. Currie was aware of any legal or ethical impropriety by anyone , that implication or suggestion is entirely inaccurate . "" WASHINGTON _ Following are statements made Friday and Thursday by Lawrence Wechsler , a lawyer for the White House secretary , Betty Currie ; ",statements is the cause of statements ,statements ,statements ,Cause-Effect
" causal </s></s> unrelated </s></s> McCurry on Friday "" I want to be absolutely clear , to the extent there is any implication or the slightest suggestion that Mrs. Currie believes that the President or anyone else tried to influence her recollection , that is absolutely false and a mischaracterization of the facts . ",implication has no relation to want ,implication ,want ,NONE
 causal </s></s> unrelated </s></s> The company said it was delaying construction because of current market conditions . ,conditions is the cause of delaying ,conditions ,delaying ,Cause-Effect
" causal </s></s> unrelated </s></s> But the Memphis , Tenn . , facility was n't to begin turning out product until 1993 , so the decision may reveal a more pessimistic long-term outlook as well . ",begin is the cause of reveal ,begin ,reveal ,Cause-Effect
" causal </s></s> unrelated </s></s> "" Cheerios and Honey Nut Cheerios have eaten away sales normally going to Kellogg 's corn-based lines simply because they are made of oats , "" says Merrill Lynch food analyst William Maguire . ",made is the cause of eaten ,made ,eaten ,Cause-Effect
" causal </s></s> unrelated </s></s> General Mills , meanwhile , finds itself constrained from boosting sales further because its plants are operating at capacity . ",operating is the cause of constrained ,operating ,constrained ,Cause-Effect
" causal </s></s> unrelated </s></s> "" As we regain our leadership level where we have been , and as we continue to put new products into the marketplace and need additional capacity , we will look at resuming our involvement with our plan , "" he said . Led by its oat-based Cheerios line , General Mills has gained an estimated 2 % share so far this year , mostly at the expense of Kellogg . ",said has no relation to gained ,said ,gained ,NONE
" causal </s></s> unrelated </s></s> But in recent weeks , construction-industry sources reported that early preparation work was slowing at the 185-acre site . Last Friday 's announcement was the first official word that the project was in trouble and that the company 's plans for a surge in market share may have been overly optimistic . ",reported has no relation to optimistic ,reported ,optimistic ,NONE
" causal </s></s> unrelated </s></s> Last Friday 's announcement was the first official word that the project was in trouble and that the company 's plans for a surge in market share may have been overly optimistic . Another analyst , John C. Maxwell Jr. of Wheat , First Securities in Richmond , Va . , recently went to a "" sell "" recommendation on Kellogg stock , which closed Friday at $ 71.75 , down 75 cents , in New York Stock Exchange composite trading . ",optimistic has no relation to closed ,optimistic ,closed ,NONE
" causal </s></s> unrelated </s></s> The company had a one-time charge of $ 14.8 million in the latest quarter covering the disposition of certain assets . Kellogg is so anxious to turn around Corn Flakes sales that it soon will begin selling boxes for as little as 99 cents , trade sources say . ",had has no relation to say ,had ,say ,NONE
" causal </s></s> unrelated </s></s> That is due mostly to payments from Allianz for most of the 50 % stake it has agreed to acquire in Navigation Mixte 's insurance business . Mr. Fournier said Navigation Mixte 's 1989 unconsolidated , or parent-company , profit is likely to be 4.7 billion francs ( $ 754.4 million ) , up from 633.8 million francs last year . ",payments is the cause of up ,payments ,up ,Cause-Effect
" causal </s></s> unrelated </s></s> But sources said he will be urging his allies to boost their stakes in Navigation Mixte , which is being traded in London and is to resume trading in Paris Tuesday . "" Without some unexpected "" coup de theatre "" , I do n't see what will block the Paribas bid , "" said Philippe de Cholet , analyst at the brokerage Cholet - Dupont amp Cie . ",urging has no relation to see ,urging ,see ,NONE
" causal </s></s> unrelated </s></s> It 's the second day of an offensive by the security forces against villages populated by ethnic Albanians . They were too afraid to stay , fearing the forces may also move their operations further afield . ",offensive has no relation to fearing ,offensive ,fearing ,NONE
" causal </s></s> unrelated </s></s> The following were among Friday 's offerings and pricings in the U.S. and non-U.S. capital markets , with terms and syndicate manager , as compiled by Dow Jones Capital Markets Report : @ CORPORATES Sun Microsystems Inc. -- $ 125 million of 6 3/8 % convertible subordinated debentures due Oct . 15 , 1999 , priced at 84.90 to yield 7.51 % . ",yield has no relation to compiled ,yield ,compiled ,NONE
" causal </s></s> unrelated </s></s> Norton Co. said net income for the third quarter fell 6 % to $ 20.6 million , or 98 cents a share , from $ 22 million , or $ 1.03 a share . Sales rose 8 % to $ 1.15 billion from $ 1.06 billion . ",said has no relation to rose ,said ,rose ,NONE
" causal </s></s> unrelated </s></s> "" We consider that his bid is an acceptable bid , "" said Sandra Kolber , spokeswoman for the independent directors ' committee appointed last May to solicit and review bids for the company in the wake of a dispute between Mr. Drabinsky and Cineplex 's major shareholder , MCA Inc. ",dispute is the cause of solicit ,dispute ,solicit ,Cause-Effect
" causal </s></s> unrelated </s></s> "" We consider that his bid is an acceptable bid , "" said Sandra Kolber , spokeswoman for the independent directors ' committee appointed last May to solicit and review bids for the company in the wake of a dispute between Mr. Drabinsky and Cineplex 's major shareholder , MCA Inc. ",dispute is the cause of review ,dispute ,review ,Cause-Effect
" causal </s></s> unrelated </s></s> "" All this has really established is that MCA and the Bronfmans have agreed on a price at which they can be bought out , "" said Jeffery Logsdon , an analyst with Crowell , Weedon in Los Angeles . The directors did n't indicate the source of financing for Mr. Drabinsky 's new proposal , but said MCA and the Bronfman associates agreed in principle to buy for $ 57 million and then lease back to Cineplex its 18-screen theater complex in Universal City , Calif . , if Mr. Drabinsky succeeds in an offer . ",agreed has no relation to indicate ,agreed ,indicate ,NONE
" causal </s></s> unrelated </s></s> In addition , the directors said if a bid by Mr. Drabinsky is successful , Cineplex expects Rank Organisation PLC to acquire the 51 % of Cineplex 's Film House unit it does n't own , and provide Mr. Drabinsky with additional loan financing . Drabinsky } and to accommodate him , to facilitate his financing arrangements , "" Ms. Kolber said . ",own has no relation to arrangements ,own ,arrangements ,NONE
