Source sentence,Answer sentence,event1,event2,label,type
" causal </s></s> unrelated </s></s> Billy King spun the 76ers' head coach revolving door again yesterday , pushing out Jim O'Brien after just one season and bringing in Maurice Cheeks , the popular former Sixers player and assistant coach , as O'Brien's replacement . King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . ",spun has no relation to interested ,spun ,interested ,NONE,inter
" causal </s></s> unrelated </s></s> King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change . Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . ",going has no relation to left ,going ,left ,NONE,inter
" causal </s></s> unrelated </s></s> King said he decided on Saturday to fire O'Brien , and then checked with Cheeks to see if he'd be interested in the job . Nearly three weeks after the Sixers ended their season , King decided to fire O'Brien , who still has two years and $8 million left on the contract he signed when he was hired by the Sixers on April 21 , 2004 . ",job has no relation to ended ,job ,ended ,NONE,inter
" causal </s></s> unrelated </s></s> In a surprising move nearly three weeks following the end of their season , the Sixers fired Jim O'Brien on Monday after one season as coach and replaced him with Cheeks , one of the most popular players in franchise history . ",fired is the cause of replaced ,fired ,replaced ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> In a surprising move nearly three weeks following the end of their season , the Sixers fired Jim O'Brien on Monday after one season as coach and replaced him with Cheeks , one of the most popular players in franchise history . Cheeks will be introduced as Philadelphia's 21st head coach at a Tuesday news conference . ",fired is the cause of introduced ,fired ,introduced ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> O'Brien's stubbornness and seemingly unwavering belief in a system that didn't fit his players cost him his job despite a 43 - 39 record and a return to the playoffs . ,fit is the cause of job ,fit ,job ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> In a surprising move nearly three weeks following the end of their season , the Sixers fired Jim O'Brien on Monday after one season as coach and replaced him with Cheeks , one of the most popular players in franchise history . Maurice Cheeks is running the show again for the Philadelphia 76ers . ",fired is the cause of running show ,fired ,running show ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> In a surprising move nearly three weeks following the end of their season , the Sixers fired Jim O'Brien on Monday after one season as coach and replaced him with Cheeks , one of the most popular players in franchise history . Philadelphia is certainly banking on the former point guard to have a happier homecoming than O'Brien , a Philadelphia native who played for Saint Joseph's . ",fired is the cause of homecoming ,fired ,homecoming ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> Mo Cheeks will take over as new coach Cheeks will be introduced as Philadelphia's 21st head coach at a Tuesday news conference . ,take over is the cause of introduced ,take over ,introduced ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> Mo Cheeks will take over as new coach But Cheeks' return to the city where he was a four - time All - Star shouldn't come as a surprise . ,take over is the cause of surprise ,take over ,surprise ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> King said after the Sixers were eliminated in the first round of the playoffs by Detroit that he planned to bring O'Brien back . ,playoffs is the cause of eliminated ,playoffs ,eliminated ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> Philadelphia is certainly banking on the former point guard to have a happier homecoming than O'Brien , a Philadelphia native who played for Saint Joseph's . But Cheeks' return to the city where he was a four - time All - Star shouldn't come as a surprise . ",homecoming is the cause of surprise ,homecoming ,surprise ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> But Cheeks' return to the city where he was a four - time All - Star shouldn't come as a surprise . ,return is the cause of surprise ,return ,surprise ,Cause-Effect,intra
 causal </s></s> unrelated </s></s> O'Brien's stubbornness and seemingly unwavering belief in a system that didn't fit his players cost him his job despite a 43 - 39 record and a return to the playoffs . ,belief is the cause of job ,belief ,job ,Cause-Effect,intra
 causal </s></s> unrelated </s></s> O'Brien's stubbornness and seemingly unwavering belief in a system that didn't fit his players cost him his job despite a 43 - 39 record and a return to the playoffs . ,stubbornness is the cause of job ,stubbornness ,job ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> In a surprising move nearly three weeks following the end of their season , the Sixers fired Jim O'Brien on Monday after one season as coach and replaced him with Cheeks , one of the most popular players in franchise history . But Cheeks' return to the city where he was a four - time All - Star shouldn't come as a surprise . ",fired is the cause of return ,fired ,return ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> King said after the Sixers were eliminated in the first round of the playoffs by Detroit that he planned to bring O'Brien back . ,eliminated is the cause of bring back ,eliminated ,bring back ,Cause-Effect,intra
 causal </s></s> unrelated </s></s> Cheeks will be introduced as Philadelphia's 21st head coach at a Tuesday news conference . ,introduced is the cause of conference ,introduced ,conference ,Cause-Effect,intra
" causal </s></s> unrelated </s></s> Philadelphia is certainly banking on the former point guard to have a happier homecoming than O'Brien , a Philadelphia native who played for Saint Joseph's . Cheeks will be introduced as Philadelphia's 21st head coach at a Tuesday news conference . ",homecoming is the cause of introduced ,homecoming ,introduced ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> In a surprising move nearly three weeks following the end of their season , the Sixers fired Jim O'Brien on Monday after one season as coach and replaced him with Cheeks , one of the most popular players in franchise history . Cheeks will be introduced as Philadelphia's 21st head coach at a Tuesday news conference . ",replaced is the cause of introduced ,replaced ,introduced ,Cause-Effect,inter
 causal </s></s> unrelated </s></s> But Cheeks' return to the city where he was a four - time All - Star shouldn't come as a surprise . Cheeks will be introduced as Philadelphia's 21st head coach at a Tuesday news conference . ,return is the cause of introduced ,return ,introduced ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> In a surprising move nearly three weeks following the end of their season , the Sixers fired Jim O'Brien on Monday after one season as coach and replaced him with Cheeks , one of the most popular players in franchise history . Mo Cheeks will take over as new coach ",fired is the cause of take over ,fired ,take over ,Cause-Effect,inter
" causal </s></s> unrelated </s></s> In a surprising move nearly three weeks following the end of their season , the Sixers fired Jim O'Brien on Monday after one season as coach and replaced him with Cheeks , one of the most popular players in franchise history . But Cheeks' return to the city where he was a four - time All - Star shouldn't come as a surprise . ",replaced is the cause of surprise ,replaced ,surprise ,Cause-Effect,inter
