Source sentence,Answer sentence,Event1,Event2,labels
"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings . Three die in bank during Greek riots ",hurled is the cause of die ,hurled ,die ,Cause-Effect
"She then opened fire on the others , Philadelphia Homicide Capt . James Clark said . ",opened fire have no relationship to said ,opened fire ,said ,NONE
"Strong earthquake jolts southern Iran , felt in Oman Masoud Dalman , head of Hormozgan province's emergency affairs , said several buildings on Qeshm Island were damaged . ",earthquake is the cause of damaged ,earthquake ,damaged ,Cause-Effect
"According to the California Highway Patrol , defensive tackle Jamal Williams was arrested on suspicion of drunken driving last weekend on a freeway outside downtown . Just last month , wide receiver Vincent Jackson , who was on probation for a previous DUI arrest , was pulled over for investigation of DUI . ",drunken driving have no relationship to DUI ,drunken driving ,DUI ,NONE
"Protesters enraged over the fatal shooting of a teenager by police poured into Brooklyn streets for a third straight night Wednesday , pitching bricks , bottles and garbage in furious clashes with cops . Enraged protesters battle cops in Brooklyn streets during third night of rioting after it's revealed that 16 - year - old Kimani Gray was shot in the back ",shooting is the cause of rioting ,shooting ,rioting ,Cause-Effect
It was said throughout the investigation and trial that Lopez and Carrasquillo were targeting members of a rival gang when Horton and the two other victims killed and injured in the crossfire . A Brooklyn jury has returned a guilty verdict for Andrew Lopez for the murder of Zurana Horton and the injury of two others . ,crossfire is the cause of injury ,crossfire ,injury ,Cause-Effect
"A 6 . 1 - magnitude earthquake which hit the Indonesian province of Aceh on Tuesday killed a child , injured dozens and destroyed buildings , sparking panic in a region devastated by the quake - triggered tsunami of 2004 . ",which is the cause of destroyed ,which ,destroyed ,Cause-Effect
Wellington supermarket fire Crews were called to the Waitrose building on Wellington High Street just after 6am . ,fire is the cause of called ,fire ,called ,Cause-Effect
At least 50 reported injured and buildings destroyed after a 6 . 1 magnitude earthquake strikes Sumatra's Aceh province . ,strikes have no relationship to injured ,strikes ,injured ,NONE
"Tens of thousands of people took to the streets in a nationwide strike to protest new taxes and government spending cuts demanded by the International Monetary Fund and other European nations before heavily indebted Greece gets a euro110 billion ( $141 billion ) loan package to keep it from defaulting . Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings . ",strike is the cause of dead ,strike ,dead ,Cause-Effect
"Lindsay Lohan has checked into a rehab facility to comply with her sentence in a misdemeanor driving case , but her arrival there was not without drama . ",drama have no relationship to driving ,drama ,driving ,NONE
"John Jenkin , 23 , had been sectioned after an apparent suicide attempt in the week before the double murder . ",suicide attempt have no relationship to double murder ,suicide attempt ,double murder ,NONE
"Both are charged with murder , with Lopez standing accused of letting off 13 shots in Horton's death . ",murder is the cause of charged ,murder ,charged ,Cause-Effect
"Comeaux , 49 , was in a wheelchair Nov . 30 when he pulled a gun on two guards and fired it during a transfer from a prison unit in Huntsville to one in Beaumont . A convicted sex offender who was the subject of a weeklong manhunt after pulling off a daring escape during a prison transfer was captured Monday after authorities received several phone tips , including one from a salesman who recognized the inmate outside his business . ",pulled is the cause of escape ,pulled ,escape ,Cause-Effect
"Minutes after a woman was suspended and escorted from her job at the Kraft Foods plant in Northeast Philadelphia , she returned with a . 357 Magnum and opened fire , killing two women and critically injuring a third co - worker before being taken into custody , police said . Hiller , 43 , then shot the three victims , according to police - - the women were shot on the third floor and the man she confronted on the stairs as she went down to the second floor where she barricaded herself into an office . ",suspended is the cause of confronted ,suspended ,confronted ,Cause-Effect
"On the streets of Athens , demonstrators chanted ""Thieves , thieves ! "" as they attempted to break through a riot police cordon guarding Parliament and chased ceremonial guards away from the Tomb of the Unknown Soldier in front of the building . Police responded with barrages of tear gas . ",chased is the cause of responded ,chased ,responded ,Cause-Effect
"Iranian rescue workers handed out blankets , food and water Monday to survivors of a powerful earthquake on a Gulf island that killed 10 people and forced villagers to spend the night in tents . ",killed have no relationship to spend ,killed ,spend ,NONE
"Riots over harsh new austerity measures left three bank workers dead and engulfed the streets of Athens on Wednesday , as angry protesters tried to storm parliament , hurled Molotov cocktails at police and torched buildings . Firefighters extinguished blazes at least two buildings the bank and a branch of the Finance Ministry while protesters set up burning barricades and torched cars and a fire truck . ",storm is the cause of blazes ,storm ,blazes ,Cause-Effect
"A powerful earthquake hit southern Iran on Sunday , causing major destruction in seven villages and killing 10 people and injuring 80 . The island's airport was also damaged . ",earthquake is the cause of damaged ,earthquake ,damaged ,Cause-Effect
Hawaiian Gardens Gangmember Convicted Of Murdering Lakewood Stn . Sheriff's Deputy Jerry Ortiz Add'l Horrific Charges ; D . A . Will Now Seek Death Penalty ,Convicted have no relationship to Seek ,Convicted ,Seek ,NONE
"""The earthquake was really strong , and people poured into the streets in panic . State television quoted the disaster center in the province of Hormozgan as saying 10 people were killed . ",earthquake is the cause of killed ,earthquake ,killed ,Cause-Effect
"Indonesia Aceh rescue operation after deadly earthquake Rescue operations are under way after a 6 . 1 magnitude earthquake hit Indonesia's Aceh province , flattening houses and causing landslides . ",earthquake is the cause of Rescue operations ,earthquake ,Rescue operations ,Cause-Effect
Jim O'Brien was terminated from his position as head men's basketball coach at Ohio State University following the disclosure that he loaned a recruit's mother money . ,disclosure have no relationship to position ,disclosure ,position ,NONE
"Brooklyn vigil for slain teen killed by NYPD snowballs into full blown riot A candle light vigil turned violent Monday night in East Flatbush , Brooklyn . ",slain is the cause of vigil ,slain ,vigil ,Cause-Effect
